SalesID,SalePrice
1223670,34487.96633293759
1223672,31326.97740356787
1223679,34471.236567677464
1223680,33888.07222949527
1223691,34461.23090164212
1223692,34463.960494921426
1223696,30724.964540236397
1223707,33337.751062060706
1223718,35609.270045158104
1223720,35609.15683622041
1223724,35031.81646895211
1223725,34468.75300662394
1223727,35105.92355135293
1223728,30561.302152415738
1223733,30214.102977028815
1223734,31326.97740356787
1223737,33936.8401241675
1223740,31665.535021598218
1223764,34042.17475145287
1223769,35012.18548478343
1223770,31442.42429660604
1223773,31635.246792301652
1223779,34465.952417882334
1223780,31321.540816134715
1223788,35019.56922328536
1223789,34470.36756645859
1223790,33900.04615333717
1223791,35005.48099990835
1223794,32824.21725623647
1223795,33365.368499704986
1223796,32810.93407419522
1223808,34502.83337408019
1223809,31672.781844584853
1223813,31083.45838583837
1223814,35018.90659923316
1223816,31322.6281336213
1223817,30512.78028996929
1223818,30527.8244999327
1223819,30509.72364864743
1223820,30521.283539079013
1223823,31393.928657729994
1223824,30608.194744199456
1223834,32828.08341605723
1223869,35582.79620963469
1223872,31444.39916363283
1223873,31319.36618116143
1223875,32221.731925994274
1223883,31325.89008608123
1223884,31319.36618116143
1223892,35027.493848934944
1223893,35059.31813924218
1223894,35054.29920966405
1223895,33922.37347163557
1223896,35048.135611936625
1223897,32229.233350597264
1223903,34478.56892506726
1223909,34471.310974274005
1223911,34451.247834732465
1223913,34464.317177668854
1223918,32779.57519841043
1223919,35577.87791022373
1223941,31319.36618116143
1223943,35017.50523883366
1223948,34446.529729626665
1223949,31330.396697187854
1223957,31178.816981793207
1223958,33896.9758672156
1223980,33886.862535434135
1223990,33911.91944701207
1223991,33906.057739785465
1223995,34502.36689352925
1223996,32847.277554379834
1223997,34484.94529587106
1224003,32278.05049432424
1224004,34997.86977750185
1224006,31215.031263134733
1224012,31468.499022595643
1224024,35024.92671364831
1224037,31343.21446470666
1224041,31392.963503507024
1224043,31481.98346497101
1224044,31454.813319886627
1224045,30609.03645581921
1224046,31602.43219022994
1224047,35033.53059292497
1224057,31311.75495875493
1224065,31406.422788340424
1224072,34463.221758574306
1224083,34997.86977750185
1224084,35023.42983991449
1224085,34997.86977750185
1224092,31036.52592568478
1224101,31311.75495875493
1224110,35576.16613135632
1224122,34452.88200891722
1224129,34461.41041556868
1224131,35009.34161653748
1224132,34997.86977750185
1224139,31454.385641676898
1224140,30616.080567507597
1224152,35572.1786609898
1224156,34997.86977750185
1224159,36697.11060241336
1224162,34455.498393258604
1224166,34434.705685006746
1224167,34550.10332898988
1224185,31478.80700549076
1224209,31298.707148915273
1224225,36158.03123169381
1224233,30032.278123145457
1224234,30559.98266055109
1224235,30591.127697231015
1224236,30456.484533813084
1224237,31130.643700486282
1224238,30610.00843231054
1224241,31296.532513941987
1224243,31296.532513941987
1224245,31812.808550048852
1224246,31452.559587843134
1224249,31479.60394521861
1224250,27168.34386208281
1224258,34545.76706417324
1224262,34551.21921515267
1224264,34556.992870983086
1224267,35095.326469776104
1224268,36212.89428704744
1224269,35678.0882872903
1224270,33895.299266244634
1224283,35616.11971878121
1224287,35014.60295389639
1224288,35550.72823220736
1224300,34461.69055966218
1224302,31444.054846345796
1224317,31333.889971045428
1224318,31318.79544599855
1224327,31297.61983142863
1224330,29890.57826926792
1224331,31530.41514396388
1224332,35178.818807635456
1224345,31487.760531935608
1224348,30627.241348405834
1224349,31022.39079835848
1224355,32803.65778812859
1224356,35026.46473482903
1224357,35031.086686930736
1224359,32794.78271908441
1224360,34514.6149919139
1224361,33932.356325234636
1224362,31662.461495967116
1224363,34450.59608375281
1224367,31589.384380390286
1224371,36147.67890326574
1224385,35025.382960533956
1224388,33900.87166174117
1224389,35579.94871694397
1224390,35602.276035242365
1224391,35034.92321204685
1224392,30632.851480214857
1224397,36178.554242565995
1224398,36136.80530204042
1224400,36227.25924338377
1224401,33468.81055485713
1224408,36703.11963044538
1224409,33974.68388922012
1224410,36140.270007222076
1224413,36176.89938800235
1224420,36202.64258878655
1224421,34528.65290020744
1224422,33895.76468076685
1224432,35027.702997566084
1224455,32345.85902365239
1224456,33853.00943857164
1224457,34530.57745215099
1224459,35589.66656363662
1224460,35600.69814569177
1224461,33918.38834637473
1224462,33928.38846921828
1224463,33964.06186341238
1224464,31658.51176191331
1224467,31639.57367617113
1224468,31297.61983142863
1224469,31298.707148915273
1224473,31446.771860854118
1224474,31316.896051596734
1224477,31297.61983142863
1224478,30456.484533813084
1224479,31522.697321839747
1224483,31490.56559784012
1224487,31701.342476733727
1224489,31533.144737243187
1224490,35575.885773952235
1224502,31370.871557410224
1224503,33365.078974664095
1224505,35619.11346624885
1224507,32224.977035568678
1224511,30554.30259930843
1224512,29922.28231505805
1224513,31449.017917648656
1224515,33853.00943857164
1224516,35046.62850453751
1224523,31682.655966409133
1224526,31116.636492926045
1224527,34490.45117306814
1224529,31425.790471038898
1224530,31385.42519530945
1224536,32155.29064493568
1224538,31588.297062903643
1224541,30546.34023734613
1224558,34981.56001520227
1224559,32800.46278032707
1224561,33931.658949645
1224565,33308.48303370527
1224568,31370.56966690917
1224587,34994.277152554365
1224588,34989.73621626943
1224589,34998.50361956726
1224590,34993.3463235097
1224591,30465.31632335321
1224595,36163.037582500954
1224668,36121.29716994241
1224709,31324.3552627241
1224710,34417.82838563016
1224711,33881.60951273143
1224712,31297.61983142863
1224713,31298.707148915273
1224714,31364.796011078754
1224716,31295.445196455345
1224718,31368.67027250759
1224719,31426.821930250502
1224721,31498.33927823929
1224727,36748.013263689005
1224728,36173.5156986377
1224729,33364.02939349017
1224730,35053.35111137491
1224731,31298.707148915273
1224734,31380.65379034495
1224735,32750.400764642516
1224738,31298.707148915273
1224752,32155.29064493568
1224764,34442.40879630251
1224766,36695.49135210505
1224767,36131.01906743925
1224768,35581.49036256969
1224769,35574.68524752767
1224793,31597.227990223095
1224810,31587.44319887203
1224811,31677.960034069605
1224815,32275.388698421186
1224816,31327.69716497208
1224820,34435.28921198868
1224826,31022.39079835848
1224827,31305.104200097732
1224829,35042.66619171272
1224830,34605.16402023262
1224839,31672.391689377255
1224843,31445.677507788292
1224871,33857.496008969145
1224872,33852.36387045309
1224873,33863.33255865378
1224875,27626.95321108657
1224876,34459.62060565979
1224878,33913.249172279495
1224884,36160.962085306994
1224885,33286.0158565396
1224886,35055.37224268145
1224888,33310.6088459827
1224889,35554.61102160299
1224892,33849.74748611171
1224896,31326.657177793677
1224899,34450.84765917016
1224900,33369.4760012778
1224901,32261.078107972513
1224902,33368.990972405416
1224903,31649.083226950723
1224904,30516.258852998726
1224905,31376.24972815183
1224910,35558.48379064398
1224911,31379.734047683654
1224912,31393.840393023216
1224914,31358.953918202315
1224915,31127.234853579896
1224917,31440.954925519414
1224918,31336.21704365674
1224919,32235.411872201134
1224920,30549.215232684277
1224921,33895.93673275504
1224923,31332.3120814946
1224924,30456.484533813084
1224928,33905.26165277546
1224932,31297.61983142863
1224933,31409.87278269371
1224934,31298.707148915273
1224935,31345.90973280766
1224940,31297.61983142863
1224941,31331.469303846126
1224943,31297.61983142863
1224944,31401.77759744355
1224948,31297.61983142863
1224950,31297.61983142863
1224951,31297.61983142863
1224952,31398.47641628352
1224953,31297.61983142863
1224954,31298.707148915273
1224955,35025.471011930145
1224956,34470.50827804371
1224958,35611.427837245865
1224959,35575.596462222165
1224961,36197.29661116586
1224973,35013.25702541298
1224977,31454.62804945768
1224979,31363.412346282857
1224980,33991.672265477246
1224981,30562.088858478353
1224982,34575.55913679057
1224983,31421.199219670496
1224986,31773.116943331668
1224991,33914.12414304889
1224992,34503.36957075389
1224995,34984.821967662196
1224997,34491.45193154621
1224999,31473.526906499756
1225000,35559.7416677312
1225002,32720.1095919942
1225003,31491.564863930806
1225004,31450.709016137174
1225005,32766.115700266208
1225008,31642.693211347447
1225009,32204.870616523083
1225024,32747.43217471661
1225028,31862.300428816816
1225030,35141.15796764335
1225031,29990.58504089492
1225034,35570.95489577006
1225035,36164.78603165236
1225036,36138.54671561241
1225038,36729.63013625285
1225043,31510.672016885947
1225044,31379.613803166547
1225045,31465.97410078463
1225046,31753.607269708533
1225048,32288.122465347988
1225051,31137.662654632935
1225052,30599.668682653457
1225053,30639.015077942284
1225055,36126.39007975813
1225056,35574.4714084228
1225062,36138.37061282026
1225063,35577.905412870925
1225064,35586.2466303471
1225065,35580.296871724306
1225066,35579.516987930285
1225080,30536.40300835704
1225082,30507.088929032674
1225083,32216.58145220531
1225084,35006.0493897032
1225085,35611.45853797917
1225086,35641.28280371765
1225088,30870.30093797273
1225095,32720.1095919942
1225096,31347.236046940903
1225097,31488.263682770543
1225101,35604.34598924476
1225103,36161.95026501431
1225105,36166.85598565452
1225107,36163.14524824731
1225109,34494.42606466368
1225111,33937.86028368515
1225114,30456.484533813084
1225116,32154.20332744904
1225117,32725.25430928101
1225118,34451.03634073329
1225119,34513.35157163511
1225120,34983.73465017555
1225121,35017.23191700876
1225122,34983.73465017555
1225123,31297.61983142863
1225126,31718.807395319687
1225127,33364.90990745113
1225130,34451.31307369238
1225131,31387.664216524805
1225132,36146.48392003297
1225135,34457.41377756558
1225136,33301.17327544093
1225137,33982.074663301464
1225138,33871.217955603264
1225144,31419.269124535378
1225148,34415.65375065687
1225150,33337.0408943895
1225151,31770.362192510627
1225157,35081.74843281321
1225160,35555.07750215393
1225162,31298.707148915273
1225163,31297.61983142863
1225164,31415.294232939836
1225165,31297.61983142863
1225169,31296.532513941987
1225178,31310.92156179133
1225189,35647.04430713621
1225208,35563.55900485604
1225231,36149.93092961097
1225232,31634.461578364135
1225233,31465.91717648087
1225234,31364.75870112516
1225235,31418.520367833786
1225237,33945.22483419604
1225241,34472.47653585044
1225242,31047.202104069293
1225243,35039.590362399584
1225244,33843.22358119185
1225245,35589.39025703643
1225304,31339.847191606066
1225305,31366.073928875034
1225325,31287.833974048845
1225338,31787.065775623778
1225339,31418.54552537552
1225340,33842.13626370521
1225341,33842.13626370521
1225351,31387.57104829594
1225357,33862.733254814986
1225358,34425.59545680904
1225364,31339.072851003613
1225366,31341.148348197574
1225380,31453.153774849256
1225381,31381.576517781476
1225388,31403.677418204257
1225420,34452.30722295039
1225425,32168.280464442912
1225431,34435.791296794894
1225435,34425.86664657656
1225436,34988.213118965155
1225437,34973.94879279577
1225453,31564.66052782908
1225454,30544.24704454874
1225455,30447.78599391994
1225456,31371.51350108348
1225457,36111.71108050889
1225463,34438.696992866346
1225467,31339.72694708896
1225469,31141.228416340426
1225470,31288.921291535487
1225471,31074.38482792466
1225473,31288.921291535487
1225475,33860.62002130831
1225478,34408.04252825037
1225482,34986.99297819042
1225485,34990.37666755507
1225486,33849.74748611171
1225487,33944.566260947846
1225492,34531.19423828274
1225503,34422.01754268969
1225504,33877.00461656356
1225516,35563.67924937315
1225526,32164.581239777734
1225544,35544.06894558307
1225563,34409.129845737014
1225565,31316.161366053508
1225566,30523.246040383354
1225567,31288.921291535487
1225586,32225.53796342516
1225597,31412.866956520244
1225598,31375.438077595783
1225605,33950.54565427499
1225608,31750.682385645807
1225612,34419.740785161615
1225622,34430.91073369642
1225636,31284.572021588974
1225640,31281.310069129046
1225650,31440.606131069304
1225724,32845.00911150797
1225730,34986.95971904084
1225732,35541.935031697794
1225733,35577.771949913295
1225734,35586.63998337829
1225737,35537.7337222264
1225739,35533.33115242113
1225749,34970.85889232409
1225773,30663.385060643952
1225782,34449.51921297953
1225783,36121.21252968063
1225784,35000.56994912465
1225791,31281.310069129046
1225807,35015.99152221432
1225808,31006.081036058895
1225810,31314.216133731126
1225811,31340.60639502149
1225821,31338.593791681982
1225822,31454.318483707902
1225823,32276.738038038777
1225828,33276.44831542758
1225829,34978.645151494246
1225842,31568.420514291327
1225843,35545.079724415846
1225847,31154.032539059815
1225854,30620.867322707723
1225855,31314.115503564186
1225856,31365.285943473165
1225859,34984.89680061763
1225874,34401.51862333057
1225877,34991.664179347164
1225878,34995.22397150396
1225905,34405.053257945634
1225906,34416.17289139697
1225916,34438.29894936149
1225918,34991.525812867505
1225923,34423.49373604468
1225924,31223.630878296855
1225933,31284.572021588974
1225934,34967.42488787597
1225945,31312.769575080776
1225946,34404.26079538086
1225947,34967.42488787597
1225950,36192.85673140676
1225952,31281.310069129046
1225971,29937.53311523603
1225979,32827.125084102794
1226000,34417.56806893513
1226012,34471.88320156193
1226013,33916.51794700796
1226015,31273.698846722546
1226016,31273.698846722546
1226017,33872.66835174669
1226018,35559.14172422263
1226021,34995.738635080925
1226027,30998.469813652395
1226028,31393.889002408192
1226029,31273.698846722546
1226032,31693.47200366092
1226038,34393.90740092407
1226039,34980.41769215843
1226045,30556.087079073826
1226046,30432.563549107
1226048,32254.636071587272
1226053,32167.767079942685
1226060,31413.587357594457
1226061,32696.188607288117
1226062,32696.188607288117
1226063,31396.706647083687
1226066,31485.33666665043
1226068,34461.25414017477
1226072,33286.96310184832
1226083,35549.6070159013
1226087,31411.662805650907
1226089,31273.698846722546
1226090,31564.376078197558
1226091,31027.690298389003
1226093,31273.698846722546
1226095,35546.97805278894
1226096,35553.707695205754
1226098,35543.48115448636
1226099,35555.5819320656
1226100,35554.13537341525
1226101,35550.41205723706
1226105,36098.947039207735
1226107,36103.576026888855
1226109,31323.27178273053
1226110,31040.872850263317
1226133,31295.611065582198
1226138,34982.8831312494
1226144,31454.43062661687
1226152,34977.41136592004
1226154,33849.2718379242
1226155,34424.92664989532
1226159,34971.134559254686
1226160,31564.376078197558
1226167,34427.56819177867
1226171,35534.185442811635
1226184,34413.49254717241
1226189,31352.278428362275
1226191,34987.147334575246
1226194,30503.09271738847
1226195,31368.869827142975
1226201,34425.98326664866
1226202,31431.60015748354
1226205,31281.6737874556
1226246,33894.2409437928
1226264,31273.698846722546
1226266,31281.183215391648
1226267,34980.27932567877
1226272,36658.840651276114
1226278,31273.698846722546
1226286,32208.841244004085
1226292,34392.56445721589
1226324,31341.585407092236
1226325,31266.087624316104
1226332,34969.98882507649
1226337,31266.087624316104
1226340,31340.21432106709
1226341,31309.34601734625
1226342,30497.89661898953
1226344,32833.472246560734
1226345,31441.423111506272
1226350,34399.89382983069
1226366,31331.81170212431
1226369,34988.8318238433
1226370,35020.983162193326
1226371,35542.209632599726
1226373,35573.54335084278
1226376,36110.9712781331
1226377,34986.52990877372
1226382,31268.26225928939
1226386,31266.087624316104
1226396,31266.087624316104
1226399,31405.71198099968
1226404,35542.48636555881
1226405,35536.14666503924
1226406,35547.19082586514
1226407,35540.373132052366
1226408,35532.96423600847
1226410,35521.92007518257
1226414,36094.25409164373
1226415,35022.2536180513
1226420,31351.220745580504
1226421,34416.938064362854
1226422,31449.586733802455
1226424,31669.79769085045
1226425,31266.087624316104
1226426,31485.88906654017
1226427,31114.407278754516
1226428,31314.415262007853
1226429,31303.35852241097
1226433,33913.10803407291
1226436,33872.94401867734
1226437,29335.492519137217
1226439,37217.865262125386
1226440,37218.55709452345
1226441,33858.25201429846
1226442,33298.786080439575
1226453,32752.99327051919
1226455,33880.529017513385
1226457,31777.03729715245
1226458,32005.084828453837
1226459,32042.104151131352
1226466,31803.43455259851
1226468,30588.58955697948
1226469,34460.95118364529
1226470,33439.10226952098
1226471,31535.77647181996
1226476,36099.76359328581
1226478,33937.787582524354
1226485,31375.636139843613
1226493,31266.087624316104
1226499,35534.83847286855
1226500,34473.001646141056
1226501,31376.566968888277
1226502,32133.677544849925
1226506,34959.87549329526
1226510,32249.502867042786
1226513,31437.724952869816
1226526,34980.693359089084
1226529,35540.82596780383
1226535,31490.115533553297
1226544,34412.40970684867
1226545,34969.20894128247
1226549,33906.32807657262
1226552,31456.731475658016
1226555,37782.40044064587
1226579,32769.74712729256
1226587,34424.956710959086
1226590,31423.772537555895
1226592,33890.578389411676
1226593,31351.771653082338
1226602,31258.476401909604
1226607,31298.476893283776
1226609,31384.21379555005
1226610,31320.565214935807
1226611,31493.888098786236
1226625,31361.67562292202
1226627,31258.476401909604
1226639,32701.47659457638
1226640,31258.476401909604
1226641,31311.747496554046
1226645,31258.476401909604
1226647,31315.898490941967
1226648,31387.05659776705
1226649,31288.539664294687
1226650,31258.476401909604
1226656,32115.059897930012
1226657,32353.37729087833
1226658,32902.50347507966
1226659,33861.09375048673
1226667,31278.80369563948
1226670,31258.476401909604
1226675,32115.059897930012
1226677,33853.07553024939
1226678,31147.375171182328
1226699,31519.259479635977
1226700,31492.089334551594
1226701,34943.50390316988
1226702,34377.59763862449
1226703,34371.07373370469
1226710,32766.043425464304
1226711,33811.691374079324
1226713,34393.6023123372
1226715,34936.979998250084
1226732,31422.088474646793
1226733,33900.88040275627
1226734,31456.07631354395
1226735,31258.476401909604
1226736,14025.191742977244
1226737,31258.476401909604
1226739,34455.07583161921
1226740,35008.91905489785
1226743,34970.4602091494
1226745,34420.27037261531
1226746,31258.476401909604
1226748,31007.040860138368
1226750,31408.440508250264
1226751,32843.21972795797
1226752,32790.62788694061
1226753,31346.6913220376
1226754,29940.26611964975
1226755,31297.729202610673
1226756,31258.476401909604
1226757,31258.476401909604
1226762,35585.8820590399
1226765,36647.574976096395
1226766,33844.5526667895
1226768,35509.41016771505
1226769,34960.352420559735
1226771,33261.30731279054
1226772,35533.94431410788
1226773,34379.06231923739
1226774,36082.524067970226
1226775,34967.21488626441
1226776,34409.29614122282
1226781,30685.369554042933
1226782,31317.382785905036
1226794,36091.85751595767
1226795,31329.156515441486
1226797,32222.52033749281
1226798,31338.84920459264
1226800,32700.41997782304
1226805,33824.702300324396
1226809,31417.371435569483
1226810,31257.38908442296
1226811,34413.40939929825
1226817,31363.84876550769
1226818,31114.217531162663
1226819,30605.2805198984
1226820,33943.28343936696
1226821,31258.476401909604
1226822,32115.059897930012
1226824,31090.984541361337
1226827,31327.181648414466
1226830,34498.01975537755
1226833,31671.0670806797
1226835,31662.274519839906
1226836,31429.83699750423
1226837,31688.95409286034
1226846,28293.780659776996
1226847,34406.26465744269
1226851,34451.45314560796
1226852,31289.696911214967
1226854,31648.337241713307
1226857,31385.534566491493
1226858,32286.835592963384
1226859,30589.06648424396
1226860,33290.27622210956
1226861,31258.476401909604
1226865,31416.428027754067
1226866,30490.411184291705
1226867,31332.84209530719
1226868,31258.476401909604
1226873,32850.64120277285
1226874,34451.17641264864
1226879,31258.476401909604
1226883,31043.884080023505
1226884,31099.689050805173
1226885,31371.320555405808
1226887,31258.476401909604
1226889,31539.259725323063
1226893,31493.8629412445
1226895,35511.037306320446
1226899,31294.110993762326
1226901,34967.139413639205
1226902,34968.887862790376
1226904,35522.49763261399
1226907,31341.257293020724
1226911,31258.476401909604
1226912,31394.67933291581
1226913,31304.024131238577
1226914,31348.27624716761
1226915,31429.006798626506
1226919,31258.476401909604
1226921,31279.871825134906
1226930,31339.068586889072
1226932,31258.476401909604
1226934,32834.20074924256
1226935,31639.349005154683
1226936,33423.65447286109
1226942,34417.522657373454
1226952,32162.476320927264
1226953,34975.2904571644
1226954,34406.629441797966
1226955,34392.608589438314
1226957,31096.695303337532
1226958,35590.989040013985
1226959,31090.254972650786
1226968,33898.01244299731
1226993,31256.45015377045
1226995,31338.098955503257
1226998,31281.29322624352
1227003,34943.50390316988
1227014,31312.690904369694
1227019,31553.322791158338
1227021,31754.68375528336
1227024,32741.741240138886
1227027,31118.67041605164
1227030,34955.02605728898
1227038,35521.65378893685
1227041,34965.59222482168
1227052,33321.38906566857
1227053,34944.591220656526
1227060,34472.2584326308
1227062,31380.968472664827
1227069,31460.00089005602
1227074,31258.476401909604
1227081,34377.59763862449
1227082,32185.727432691143
1227083,33313.91173257888
1227086,34383.867409710656
1227087,34378.68495611113
1227088,33834.275810986874
1227099,31257.38908442296
1227110,31300.0492396428
1227111,31398.06302228046
1227113,31650.934053128003
1227115,32687.904100805055
1227117,31293.590786993736
1227135,30417.341104294057
1227136,31643.713838647236
1227137,31391.371116176364
1227139,31364.43996773858
1227140,34386.9310866117
1227150,31436.101225398597
1227151,31448.000742643955
1227153,34399.5772285015
1227154,34377.916585059196
1227162,34428.357456257625
1227163,34398.50803297741
1227164,34962.25074893265
1227167,34972.867231549055
1227168,31002.227668057254
1227172,30456.191384327132
1227173,31361.428098308388
1227174,31300.703335728147
1227175,31258.476401909604
1227185,31450.037437496532
1227187,36634.69879188604
1227192,31258.476401909604
1227193,33877.77618543885
1227225,35677.932438255346
1227226,30637.833312887524
1227227,32363.112193504872
1227228,32905.49615651864
1227229,31250.865179503162
1227230,31364.099274896376
1227241,32178.896094078722
1227243,30476.8502032627
1227244,31333.721543239488
1227245,36121.15795048239
1227246,32702.160325366596
1227247,33848.8535403994
1227255,31307.005299935234
1227264,31258.476401909604
1227272,31626.46169313771
1227275,31749.009663591452
1227279,31250.865179503162
1227280,34964.31366735586
1227284,31361.344524075335
1227291,31333.587653922907
1227297,32113.465805163432
1227301,34416.456872983545
1227306,33797.556246753025
1227307,33927.10500796762
1227312,30559.504240636423
1227313,31249.90812688804
1227321,36063.09327810671
1227336,34397.4544009993
1227337,33936.6271375182
1227344,31256.549717908667
1227355,33231.64998220763
1227356,34993.721767626645
1227359,29874.967587993888
1227360,31312.525248290913
1227361,31432.463828558975
1227362,33849.984563749225
1227365,33841.066215200524
1227366,33827.92139963893
1227367,34409.06055571063
1227369,32130.80638700485
1227370,31619.743563463155
1227371,31635.756338783714
1227380,34395.61384964798
1227381,31598.78733118967
1227385,31452.715649663645
1227386,30968.02492402651
1227395,31268.549865320965
1227396,31296.814363471174
1227398,31632.284598022874
1227416,33231.64998220763
1227422,34943.58278692927
1227423,34956.79049634532
1227428,35533.854130654305
1227435,31243.253957096662
1227436,31243.253957096662
1227437,31243.253957096662
1227441,31243.253957096662
1227442,31572.440390827076
1227450,34363.46251129819
1227453,34945.31865730969
1227454,34363.46251129819
1227455,34929.368775843584
1227456,34363.46251129819
1227457,34401.71455352119
1227459,32146.34116903221
1227463,32747.078050123004
1227468,33814.625638826925
1227472,34968.26233538095
1227490,34987.39464587782
1227497,31260.235297774372
1227499,34363.46251129819
1227510,31246.51590955659
1227511,31345.24668213405
1227512,31246.51590955659
1227514,34395.186171438254
1227515,34458.55801909341
1227526,36079.231841135945
1227527,36061.18130493414
1227530,34392.34336922126
1227539,35528.16852622008
1227550,33416.26860230154
1227553,31591.277804978832
1227560,32140.09655548801
1227564,31345.27930161386
1227566,33812.52391806251
1227567,35506.557131832524
1227572,31235.642734690162
1227574,31235.642734690162
1227575,31235.642734690162
1227578,31235.642734690162
1227579,31235.642734690162
1227597,32144.541338768846
1227598,32740.44797184464
1227601,34953.707631453
1227602,34418.50614660705
1227603,35019.054346134944
1227606,33894.474610296136
1227607,31235.642734690162
1227612,31311.090202382824
1227613,30983.483167399943
1227614,33224.03875980113
1227615,31654.963055877073
1227616,32210.340889202256
1227617,34363.7255994578
1227618,30576.18262478459
1227620,33836.08395590639
